question,answer,comment,access,products,object_id,original_filename,upload_date,last_updated,tags
"What type of Personal Information of minors will you collect and/or process on behalf of IPG, its agencies, or agency clients?",N/A,The DV Solutions are not intended to be used to verify ads presented to minors,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~48,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:25.680Z,Advertiser
"Do you have a policy defining restrictions on receipt of certain event data (e.g. Sensitive Health/Financial Information, Childrens' PI) from advertisers using your business tools? If so, please provide.",Yes,https://doubleverify.com/privacy-notice/?tab=solutions-privacy-notice,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~101,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:57:46.658Z,Advertiser
Are employee roles and responsibilities for content and asset protection formally defined?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~29,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Are user IDs and passwords communicated/distributed via separate media e.g., e-mail and phone?",Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~214,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T20:57:46.657Z,InfoSec/Privacy
"In the event of a disaster or pandemic event, does your security posture significantly change in any way? Please explain.",No,N/A,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~166,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you provide privacy training to your employees at regular intervals (at least annually)?,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~18,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T20:57:46.661Z,Advertiser
What attributes describe the notice used to inform data subjects of their rights?,"The notice is easily accessible, The notice is free of charge, The notice is intellegible, The notice is presented in writing or by other mean, The notice provided is concise and transparent, The notice uses clear and plain language",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~129,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T21:31:12.653Z,InfoSec/Privacy
How does your organization support advertisers when a Consumer Rights Request is received by your organization?,DoubleVerify has a data subject request process that individuals can access directly to submit requests.,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~64,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:23.652Z,Advertiser
"Is the installation and/or use of media burners (e.g., DVD, Blu-ray, CD burners) and other devices with output capabilities to specific I/O systems used for outputting content to physical media restricted/prohibited?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~98,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
Do you label your documents and emails in accordance with the information classification?,Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~28,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Is Application Development Performed?,Yes,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~256,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:09:19.643Z,InfoSec/Privacy
Is an automatic computer screen locking tool enabled? This would lock the screen when the computer is left unattended for a period of time.,Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~134,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
How is the code and pixel scanned for vulnerabilities or malicious content?,The code and the pixel is scanned using both Static Application Security Testing (SAST) and Software Composition Analysis (SCA) as applicable.,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~806e5d6b-4eac-4121-b3bb-5dffe5555d2a~NBCU_DVPS_Questionnaire.csv~1,NBCU_DVPS_Questionnaire.csv,2024-11-26T20:37:13.317Z,2025-05-20T21:46:11.669Z,
"Have you defined role-based access control, through determining and documenting the access rights necessary for each role within the organization?",Yes,,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~30,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
Do you perform formal risk assessments to better comprehend risk landscape  and identifying security threats of your organization? When was the last risk assessment performed?,Yes - May 2024,,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~69,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:21:35.645Z,InfoSec/Privacy
Provide sample of code (link or upload),"DoubleVerify creative wrapper tag is below:<br><strong>Header:</strong>&lt;span id=""%eaid!%ecid!"" data-dv-view=""%eaid!%ecid!""&gt;<br><strong>Footer:</strong>&lt;/span&gt;&lt;script type=""text/javascript""&gt;&nbsp;/* DoubleVerify Creative Wrapper Version 1.9.0 *//* Build config: e30= */""use strict"";(()=&gt;{var e=Object.defineProperty,t=Object.getOwnPropertySymbols,r=Object.prototype.hasOwnProperty,n=Object.prototype.propertyIsEnumerable,c=(t,r,n)=&gt;r in t?e(t,r,{enumerable:!0,configurable:!0,writable:!0,value:n}):t[r]=n,l=(e,l)=&gt;{for(var i in l||(l={}))r.call(l,i)&amp;&amp;c(e,i,l[i]);if(t)for(var i of t(l))n.call(l,i)&amp;&amp;c(e,i,l[i]);return e},i=(t,r)=&gt;e(t,""name"",{value:r,configurable:!0}),o=i(((e,t)=&gt;document.evaluate(e,t,null,XPathResult.ORDERED_NODE_ITERATOR_TYPE,null)),""getAllNodesByXpath""),s=i((e=&gt;(null==e?void 0:e.nodeType)===Node.ELEMENT_NODE?e:null),""nodeToElement""),a=i(((e,t)=&gt;{const r=[],n=o(e,t);let c=n.iterateNext();for(;null!=c;){const e=s(c);null!=e&amp;&amp;r.push(e),c=n.iterateNext()}return r}),""getAllElementsByXpath""),u=i((e=&gt;e),""asStrictString""),p=[null,null].filter((e=&gt;null!=e)),d=i((()=&gt;{if(null==document.currentScript)return null;const e=a(""preceding-sibling::span[@data-dv-view]"",document.currentScript);return 1!==e.length?null:e[0]}),""getWrapperSpanElement""),g=i((e=&gt;p.filter((t=&gt;t.detect(e)))),""detectAdFormats""),b=i((e=&gt;e.map((e=&gt;e.id)).reduce(((e,t)=&gt;e|t),0)),""encodeAdFormats""),f={btreg:u(""%eaid!%ecid!""),btadsrv:u(""%eaid!%ecid!"")},m=0,v=""dv__"",E=""%%PATTERN:dv_upt_cwm%%"",y=v.length,O=i((()=&gt;{const e={},t=d();if(null!=t){const r=g(t);r.length&gt;0&amp;&amp;(e.dvp_cwaf=b(r));const n=1===r.length?r[0].target():f;Object.assign(e,n)}else e.dvp_cwsce=1,Object.assign(e,f);e.dvp_pubaap=m,e.dvp_uptbcid=""1.9.0"",""1""===E&amp;&amp;(e.dvp_gptmdm=""1"");const r=i(((e=null)=&gt;e),""getTargetingMap"")(%%PATTERN:TARGETINGMAP%%);if(null!=r)for(const[t,n]of Object.entries(r))if(t.startsWith(v)&amp;&amp;t.length&gt;y){const r=t.slice(y);if(r in e)continue;e[r]=n[0]}return e}),""getWrapperConfig""),_=i((e=&gt;{const t=document.createElement(""script"");t.type=""text/javascript"",t.async=!0,t.src=e,document.currentScript.parentNode.insertBefore(t,document.currentScript)}),""injectScript""),h=[""btreg"",""btadsrv"",""btattb"",""bttag""],j=i((e=&gt;e.split(""&amp;"").reduce(((e,t)=&gt;{const[r,n]=t.split(""="");return e[r]=n,e}),{})),""queryStringToObject""),T=i(((e,t)=&gt;{const r=l({},e);return t.forEach((e=&gt;delete r[e])),r}),""removeKeys""),S=i((e=&gt;{const t=e.slice(e.indexOf(""#"")+1),r=j(t);return T(r,h)}),""parseExistingUrl""),A=i((()=&gt;!(""0""===E)),""shouldActivateMeasurement""),N=i((e=&gt;Object.entries(e).map((([e,t])=&gt;`${e}=${t}`)).join(""&amp;"")),""objectToQueryString""),R=i((e=&gt;`https://cdn.doubleverify.com/dvtp_src.js#${N(e)}`),""buildScriptUrl"");try{const e=S(""https://cdn.doubleverify.com/dvtp_src.js#t2te=0&amp;seltag=1&amp;adsrv=104&amp;cmp=DoubleVerify1426636&amp;ctx=818052&amp;sadv=%eadv!&amp;ord=%ebuy!&amp;litm=%eaid!&amp;scrt=%ecid!&amp;splc=%%ADUNIT%%&amp;adu=%epid!&amp;unit=%%WIDTH%%x%%HEIGHT%%&amp;dvp_qtpid=%%PATTERN:pts_pid%%&amp;dvp_qtsid=%%PATTERN:pts_sid%%&amp;btreg=%eaid!%ecid!&amp;btadsrv=%eaid!%ecid!&amp;gdpr=${GDPR}&amp;gdpr_consent=${GDPR_CONSENT_126}""),t=O();if(A()){const r=l(l({},e),t);_(R(r))}}catch(e){}})();&lt;/script&gt;",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~151,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:21:35.645Z,InfoSec/Privacy
"Are network infrastructure devices ""hardened"" based on security configuration standards?",Yes,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~6e99b6a4-15dd-46fe-a233-5e74a00e53e5~AMC_DVPS_Responses.csv~71,AMC_DVPS_Responses.csv,2025-08-27T17:18:07.435Z,2025-08-27T17:18:07.435Z,Publisher
"Have you defined, documented and implemented a backup procedure/plan which is considering the following?","Adequate physical and environmental protection of backups consistent with the standards applied at the main site, Capability to perform restoration tests in test environment, producing accurate and complete records of the backup copies and documented restoration procedures, reflecting the business requirements of own organization and  H&M e.g. the recovery point objective (RPO) in alignment with the information retention policies, regular health-check of backup media, storing the backups in a safe and secure remote location\, at a sufficient distance from the main site",,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~7d337829-56ea-42aa-ab89-10424e0015e7~HM_Assessment_Responses.csv~6,HM_Assessment_Responses.csv,2025-08-20T19:32:53.042Z,2025-08-20T19:32:53.042Z,Advertiser
"How do you test the security of your network and applications? Internal, third parties or both? If so, what is the cadence? Explain your methodology.","This is part of a policy that is internal and confidential. -Vulnerabilities scanning spans the entire range of DoubleVerify's information assets. Information asset discovery is conducted every two weeks to ensure that any newly deployed or changed assets are included. -Authenticated scanning is preferred as much as possible and should be used wherever this capability is supported. -Proposed changes to critical infrastructure or applications are scanned and any vulnerabilities remediated prior to deployment. -Vulnerability scanning is done on a biweekly basis.-Ad-hoc vulnerability scanning is done as needed, including whenever new critical or high-risk vulnerabilities are initially identified outside of the routine scanning schedule.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~42,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T18:01:23.667Z,InfoSec/Privacy
"Please provide or link to your ""Developer Terms""/""Platform Terms"" - including ""Self-Service"" platform terms.",N/A,,Private,,8df8b7e7-4800-45ea-b08e-354fc149d588~ccfa2578-dd25-4401-afdc-7d6d4a876138~IPG_Kinesso_Assessment_Responses.csv~97,IPG_Kinesso_Assessment_Responses.csv,2025-04-21T18:23:54.587Z,2025-05-20T18:01:23.660Z,Advertiser
What is your organization's official name?,"DoubleVerify\, Inc.",,Internal,,8df8b7e7-4800-45ea-b08e-354fc149d588~088429eb-710e-4478-98b3-8c26d5e2d232~TX_Pub_Questionnaire_Responses.csv~1,TX_Pub_Questionnaire_Responses.csv,2025-04-07T17:12:15.947Z,2025-05-20T18:01:25.692Z,Publisher
"Are all security events (authentication events, SSH session commands, privilege elevations) in production logged?","DoubleVerify uses an industry standard SIEM tool to correlate and collect logs and event information. Logs contain Username, IP Address, Date, etc. DoubleVerify logs all event information from networks, systems, applications, and hardware. All logs are retained for 90 days. All logs are encrypted and are monitored on a regular basis for anomalies.",,Internal,Publisher Suite,8df8b7e7-4800-45ea-b08e-354fc149d588~3fc840b5-2a4c-4336-82b4-3070383b6480~DV Initial Import.xlsx~135,DV Initial Import.xlsx,2024-10-29T18:01:20.904Z,2025-05-20T19:09:19.635Z,InfoSec/Privacy
